,Date, Open, High, Low, Close, Volume
0,2018-04-12,1439.5,1452.12,1435.06,1448.5,3135027
1,2018-04-11,1439.44,1448.7758,1424.89,1427.05,3582533
2,2018-04-10,1431.99,1438.38,1415.7,1436.22,4280144
3,2018-04-09,1425.03,1438.48,1402.5710000000001,1406.08,4208206
4,2018-04-06,1429.97,1452.5020000000002,1400.26,1405.23,5882257
5,2018-04-05,1441.99,1459.5575,1427.07,1451.75,6413459
6,2018-04-04,1358.24,1415.39,1352.88,1410.57,6982305
7,2018-04-03,1391.38,1414.0,1355.33,1392.05,10231212
8,2018-04-02,1417.62,1421.358,1355.0,1371.99,10463607
9,2018-03-29,1406.0,1455.47,1365.2,1447.34,12581121
10,2018-03-28,1447.0,1455.9,1386.17,1431.42,13705317
11,2018-03-27,1572.4,1575.965,1482.32,1497.05,6999631
12,2018-03-26,1530.0,1556.99,1499.25,1555.86,5624700
13,2018-03-23,1539.01,1549.02,1495.36,1495.56,8006033
14,2018-03-22,1565.47,1573.85,1542.4,1544.92,6320551
15,2018-03-21,1586.45,1590.0,1563.17,1581.86,4750771
16,2018-03-20,1550.34,1587.0,1545.41,1586.51,4581568
17,2018-03-19,1554.53,1561.66,1525.35,1544.93,6580766
18,2018-03-16,1583.45,1589.44,1567.5,1571.68,5425012
19,2018-03-15,1595.0,1596.91,1578.11,1582.32,4069701
20,2018-03-14,1597.0,1606.444,1590.89,1591.0,4259443
21,2018-03-13,1615.96,1617.54,1578.01,1588.18,6531892
22,2018-03-12,1592.6,1605.33,1586.7,1598.39,5174211
23,2018-03-09,1563.5,1578.94,1559.08,1578.89,4508735
24,2018-03-08,1550.0,1554.88,1545.25,1551.86,3862615
25,2018-03-07,1526.52,1545.9,1522.51,1545.0,4174123
26,2018-03-06,1533.2,1542.13,1528.0,1537.64,4561718
27,2018-03-05,1494.24,1525.38,1481.0,1523.61,5233934
28,2018-03-02,1469.1,1501.05,1455.0101,1500.25,6587564
29,2018-03-01,1513.6,1518.49,1465.0,1493.45,6835230
30,2018-02-28,1519.51,1528.7,1512.0,1512.45,4515023
31,2018-02-27,1524.5,1526.78,1507.21,1511.98,4808776
32,2018-02-26,1509.2,1522.84,1507.0,1521.95,4954988
33,2018-02-23,1495.34,1500.0,1486.5,1500.0,4418103
34,2018-02-22,1495.36,1502.54,1475.76,1485.34,4858063
35,2018-02-21,1485.0,1503.49,1478.92,1482.92,6304351
36,2018-02-20,1446.49,1488.77,1446.49,1468.35,6499228
37,2018-02-16,1457.37,1465.8,1446.56,1448.69,4472564
38,2018-02-15,1466.89,1468.94,1436.8367,1461.76,5652736
39,2018-02-14,1406.25,1452.06,1403.36,1451.05,5959209
40,2018-02-13,1385.93,1419.72,1383.53,1414.51,5917879
41,2018-02-12,1364.67,1393.81,1344.01,1386.23,6738944
42,2018-02-09,1373.49,1383.5,1265.93,1339.6,14141524
43,2018-02-08,1429.675,1433.7522,1349.94,1350.5,8578557
44,2018-02-07,1449.0,1460.99,1415.15,1416.78,7162741
45,2018-02-06,1361.46,1443.99,1351.79,1442.84,11066819
46,2018-02-05,1402.62,1458.98,1320.72,1390.0,11494985
47,2018-02-02,1477.39,1498.0,1414.0,1429.95,11125722
48,2018-02-01,1445.0,1459.8799,1385.1419,1390.0,9113808
49,2018-01-31,1451.3,1472.58,1450.04,1450.89,6424693
50,2018-01-30,1403.17,1439.25,1392.0,1437.82,5871942
51,2018-01-29,1409.18,1431.39,1400.44,1417.68,5701898
52,2018-01-26,1392.01,1402.53,1380.91,1402.05,4857310
53,2018-01-25,1368.0,1378.34,1357.62,1377.95,4753012
54,2018-01-24,1374.82,1388.16,1338.0,1357.51,6807457
55,2018-01-23,1338.09,1364.9,1337.34,1362.54,5169306
56,2018-01-22,1297.17,1327.45,1296.6636,1327.31,4140061
57,2018-01-19,1312.0,1313.0,1292.99,1294.58,4578536
58,2018-01-18,1293.95,1304.6,1284.02,1293.32,4026915
59,2018-01-17,1312.24,1314.0,1280.88,1295.0,5253754
60,2018-01-16,1323.0,1339.94,1292.3,1304.86,7220701
61,2018-01-12,1273.3925,1305.76,1273.3925,1305.2,5443730
62,2018-01-11,1259.74,1276.77,1256.46,1276.68,3125048
63,2018-01-10,1245.15,1254.33,1237.23,1254.33,2686017
64,2018-01-09,1256.9,1259.33,1241.76,1252.7,3661316
65,2018-01-08,1236.0,1253.079,1232.03,1246.87,4279475
66,2018-01-05,1217.51,1229.14,1210.0,1229.14,3544743
67,2018-01-04,1205.0,1215.8699,1204.66,1209.59,3022089
68,2018-01-03,1188.3,1205.49,1188.3,1204.2,3108793
69,2018-01-02,1172.0,1190.0,1170.51,1189.01,2694494
70,2017-12-29,1182.35,1184.0,1167.5,1169.47,2688391
71,2017-12-28,1189.0,1190.1,1184.38,1186.1,1841676
72,2017-12-27,1179.91,1187.29,1175.61,1182.26,1867208
73,2017-12-26,1168.36,1178.32,1160.55,1176.76,2005187
74,2017-12-22,1172.08,1174.6199,1167.8301,1168.36,1585054
75,2017-12-21,1175.9,1179.17,1167.64,1174.76,2123117
76,2017-12-20,1190.5,1191.0,1176.0,1177.62,2371166
77,2017-12-19,1189.15,1192.97,1179.1401,1187.38,2587792
78,2017-12-18,1187.37,1194.78,1180.91,1190.58,2947625
79,2017-12-15,1179.03,1182.75,1169.33,1179.14,4778621
80,2017-12-14,1163.71,1177.93,1162.45,1174.26,3214337
81,2017-12-13,1170.0,1170.87,1160.27,1164.13,2616760
82,2017-12-12,1166.51,1173.6,1161.61,1165.08,2235892
83,2017-12-11,1164.6,1169.9,1157.0,1168.92,2363473
84,2017-12-08,1170.4,1172.79,1157.1,1162.0,3050074
85,2017-12-07,1156.59,1163.19,1151.0,1159.79,2511569
86,2017-12-06,1137.99,1155.89,1136.08,1152.35,2853316
87,2017-12-05,1128.26,1159.27,1124.74,1141.57,4079774
88,2017-12-04,1173.85,1175.2,1128.0,1133.95,5931915
89,2017-12-01,1172.05,1179.65,1152.0,1162.35,4107094
90,2017-11-30,1167.1,1178.5701,1160.0,1176.75,4509208
91,2017-11-29,1194.8,1194.8,1145.19,1161.27,9257512
92,2017-11-28,1204.88,1205.34,1188.521,1193.6,4559449
93,2017-11-27,1202.66,1213.41,1191.15,1195.83,6744045
94,2017-11-24,1160.7,1186.84,1160.7,1186.0,3528011
95,2017-11-22,1141.0,1160.27,1141.0,1156.16,3555273
96,2017-11-21,1132.86,1140.0,1128.2,1139.49,2479397
97,2017-11-20,1129.77,1133.42,1122.55,1126.31,2163855
98,2017-11-17,1138.28,1138.8,1125.8101,1129.88,2413388
99,2017-11-16,1130.16,1138.16,1130.05,1137.29,2213322
100,2017-11-15,1127.01,1131.75,1121.63,1126.69,3928680
101,2017-11-14,1130.11,1138.0,1123.89,1136.84,3138423
102,2017-11-13,1123.0,1139.9,1122.34,1129.17,2918439
103,2017-11-10,1126.1,1131.75,1124.06,1125.35,2179937
104,2017-11-09,1125.96,1129.6209,1115.77,1129.13,3732732
105,2017-11-08,1122.82,1135.54,1119.11,1132.88,2581451
106,2017-11-07,1124.74,1130.6,1117.5,1123.17,2688977
107,2017-11-06,1109.15,1125.41,1108.77,1120.66,3381138
108,2017-11-03,1091.15,1112.68,1088.52,1111.6,3751480
109,2017-11-02,1097.81,1101.935,1086.8691,1094.22,3684876
110,2017-11-01,1105.4,1108.97,1096.74,1103.68,3755511
111,2017-10-31,1109.0,1110.54,1101.1201,1105.28,3476967
112,2017-10-30,1095.01,1122.79,1093.56,1110.85,6613064
113,2017-10-27,1058.14,1105.58,1050.55,1100.95,16565021
114,2017-10-26,980.33,982.9,968.55,972.43,5618675
