Date, Open, High, Low, Close, Volume
05/18/17, 144.72, 148.15, 144.51, 147.66, 23031566
05/17/17, 148.00, 148.67, 144.4216, 144.85, 28300050
05/16/17, 150.11, 150.21, 149.03, 149.78, 14550830
05/15/17, 150.17, 151.48, 149.77, 150.19, 15064664
05/12/17, 150.40, 150.46, 149.63, 150.33, 9598229
05/11/17, 150.31, 150.65, 149.41, 150.04, 11841864
05/10/17, 150.23, 150.52, 148.86, 150.29, 12080650
05/09/17, 151.49, 152.59, 150.21, 150.48, 17453859
05/08/17, 150.71, 151.08, 149.74, 151.06, 15827488
05/05/17, 151.45, 151.63, 149.79, 150.24, 17148543
05/04/17, 150.17, 151.52, 148.72, 150.85, 36225452
05/03/17, 153.60, 153.60, 151.34, 151.80, 29782492
05/02/17, 153.34, 153.44, 151.66, 152.78, 21870380
05/01/17, 151.74, 152.57, 151.42, 152.46, 25218300
04/28/17, 149.50, 151.53, 149.07, 150.25, 30652248
04/27/17, 146.67, 147.75, 146.14, 147.70, 11275112
04/26/17, 147.09, 147.59, 146.09, 146.56, 12394959
04/25/17, 145.79, 147.15, 145.7898, 146.49, 17767523
04/24/17, 144.96, 145.6738, 144.34, 145.47, 14407175
04/21/17, 143.90, 144.17, 142.27, 143.68, 12382002
04/20/17, 142.95, 144.25, 142.689, 143.80, 15968164
04/19/17, 141.35, 143.04, 141.27, 142.27, 15563945
04/18/17, 141.27, 141.905, 140.61, 140.96, 14807472
04/17/17, 139.76, 141.55, 139.75, 141.42, 11519663
04/13/17, 139.62, 140.58, 139.33, 139.39, 10965614
04/12/17, 139.72, 140.40, 139.44, 139.58, 11612456
04/11/17, 140.80, 141.0299, 138.81, 139.92, 16638087
04/10/17, 141.00, 141.43, 140.63, 141.04, 9039366
04/07/17, 141.20, 141.55, 140.24, 140.78, 11818341
04/06/17, 142.11, 142.22, 140.91, 141.17, 15103426
04/05/17, 142.26, 143.44, 141.29, 141.85, 17158059
04/04/17, 141.86, 142.09, 141.27, 141.73, 12948599
04/03/17, 141.93, 142.47, 140.82, 142.28, 13563960
03/31/17, 142.31, 142.63, 141.89, 142.05, 11478265
03/30/17, 142.40, 142.95, 141.85, 142.41, 12403997
03/29/17, 141.99, 142.86, 141.43, 142.65, 16527574
03/28/17, 140.36, 141.95, 140.01, 141.76, 14679436
03/27/17, 139.05, 140.65, 138.77, 140.32, 12800544
03/24/17, 140.08, 141.0244, 139.76, 140.34, 16664683
03/23/17, 139.48, 140.39, 139.09, 139.53, 13022801
03/22/17, 137.93, 139.79, 137.60, 139.59, 17055449
03/21/17, 141.15, 142.3082, 138.40, 138.51, 29894784
03/20/17, 139.71, 140.19, 139.25, 139.94, 12099471
03/17/17, 140.34, 140.34, 139.70, 139.84, 20592818
03/16/17, 140.20, 140.25, 139.73, 139.99, 13612942
03/15/17, 139.29, 140.10, 138.49, 139.72, 19344826
03/14/17, 139.46, 139.46, 138.52, 139.32, 12944018
03/13/17, 138.71, 139.68, 138.6729, 139.60, 10955450
03/10/17, 138.91, 139.49, 138.22, 138.79, 16314113
03/09/17, 137.72, 138.57, 137.40, 138.24, 15535259
03/08/17, 137.15, 137.99, 137.0516, 137.72, 10184514
03/07/17, 137.03, 138.37, 136.99, 137.30, 13527132
03/06/17, 136.88, 137.83, 136.51, 137.42, 12748179
03/03/17, 136.63, 137.33, 136.08, 137.17, 11160563
03/02/17, 137.09, 137.82, 136.31, 136.76, 12294804
03/01/17, 136.47, 137.48, 136.30, 137.42, 16257010
02/28/17, 136.79, 136.805, 134.75, 135.54, 16112092
02/27/17, 135.26, 137.1846, 135.02, 136.41, 14306668
02/24/17, 134.16, 135.62, 134.16, 135.44, 12625742
02/23/17, 135.89, 136.12, 134.33, 135.36, 18422549
02/22/17, 133.60, 136.79, 133.46, 136.12, 27360092
02/21/17, 133.50, 133.91, 132.90, 133.72, 14759109
02/17/17, 133.50, 134.0912, 133.17, 133.53, 12276490
02/16/17, 133.07, 133.87, 133.022, 133.84, 12831092
02/15/17, 133.45, 133.70, 132.66, 133.44, 13226534
02/14/17, 134.10, 134.23, 132.55, 133.85, 14364877
02/13/17, 134.6975, 134.6975, 133.70, 134.05, 13526221
02/10/17, 134.10, 134.94, 133.68, 134.19, 15061939
02/09/17, 134.49, 134.50, 133.31, 134.14, 16470609
02/08/17, 132.60, 134.44, 132.44, 134.20, 22390556
02/07/17, 132.24, 133.00, 131.661, 131.84, 14596449
02/06/17, 130.98, 132.06, 130.30, 132.06, 17058494
02/03/17, 131.24, 132.85, 130.76, 130.98, 24804890
02/02/17, 133.22, 135.49, 130.40, 130.84, 54366447
02/01/17, 132.25, 133.49, 130.68, 133.23, 50139775
01/31/17, 130.17, 130.66, 129.5157, 130.32, 19790484
01/30/17, 131.58, 131.58, 129.60, 130.98, 18956095
01/27/17, 132.68, 132.95, 131.08, 132.18, 19539514
01/26/17, 131.63, 133.14, 131.4401, 132.78, 20020141
01/25/17, 130.00, 131.74, 129.77, 131.48, 18777314
01/24/17, 129.38, 129.90, 128.38, 129.37, 15162724
01/23/17, 127.31, 129.25, 126.95, 128.93, 16593563
01/20/17, 128.10, 128.48, 126.78, 127.04, 19097223
01/19/17, 128.23, 128.35, 127.45, 127.55, 12195465
01/18/17, 128.41, 128.43, 126.84, 127.92, 13145852
01/17/17, 128.04, 128.34, 127.40, 127.87, 15294460
01/13/17, 127.49, 129.27, 127.37, 128.34, 24884325
01/12/17, 125.61, 126.73, 124.80, 126.62, 18653914
01/11/17, 124.35, 126.12, 124.06, 126.09, 18356523
01/10/17, 124.82, 125.50, 124.28, 124.35, 17324590
01/09/17, 123.55, 125.43, 123.04, 124.90, 22880360
01/06/17, 120.98, 123.88, 120.03, 123.41, 28545263
01/05/17, 118.86, 120.95, 118.3209, 120.67, 19492150
01/04/17, 117.55, 119.66, 117.29, 118.69, 19630932
01/03/17, 116.03, 117.84, 115.51, 116.86, 20663912
12/30/16, 116.595, 116.83, 114.7739, 115.05, 18684106
12/29/16, 117.00, 117.531, 116.06, 116.35, 9934873
12/28/16, 118.19, 118.25, 116.65, 116.92, 12087377
12/27/16, 116.96, 118.68, 116.864, 118.01, 12051481
12/23/16, 117.00, 117.56, 116.30, 117.27, 10889985
12/22/16, 118.86, 118.99, 116.93, 117.40, 16258587
12/21/16, 118.92, 119.20, 118.48, 119.04, 10767646
12/20/16, 119.50, 119.77, 118.80, 119.09, 13684402
12/19/16, 119.85, 120.36, 118.51, 119.24, 15918146
12/16/16, 120.90, 121.50, 119.27, 119.87, 25324299
12/15/16, 120.08, 122.50, 119.63, 120.57, 20139568
12/14/16, 120.00, 121.69, 118.85, 120.21, 25913095
12/13/16, 117.86, 121.52, 117.61, 120.31, 29768028
12/12/16, 119.22, 119.24, 117.65, 117.77, 17805527
12/09/16, 119.22, 119.94, 118.95, 119.68, 17464736
12/08/16, 117.98, 119.50, 117.64, 118.91, 22442756
12/07/16, 117.00, 117.95, 116.57, 117.95, 21913658
12/06/16, 117.69, 117.795, 116.33, 117.31, 19131202
12/05/16, 115.95, 117.57, 115.07, 117.43, 20201528
12/02/16, 115.11, 116.48, 114.30, 115.40, 25070364
12/01/16, 118.38, 118.45, 114.00, 115.10, 43276994
11/30/16, 120.32, 121.79, 117.95, 118.42, 30188922
11/29/16, 120.57, 122.10, 120.40, 120.87, 18890956
11/28/16, 120.12, 121.69, 119.82, 120.41, 18101314
11/25/16, 121.01, 121.14, 120.07, 120.38, 8658605
11/23/16, 121.23, 121.31, 119.94, 120.84, 15672136
11/22/16, 122.40, 122.98, 120.90, 121.47, 26089163
11/21/16, 118.20, 121.95, 117.80, 121.77, 35415366
11/18/16, 118.39, 119.13, 116.84, 117.02, 22879303
11/17/16, 116.81, 117.79, 116.01, 117.79, 18597766
11/16/16, 114.48, 117.88, 114.21, 116.34, 32397947
11/15/16, 116.73, 118.49, 115.83, 117.20, 34681369
11/14/16, 119.1256, 119.1256, 113.5535, 115.08, 51377040
11/11/16, 119.53, 120.70, 118.15, 119.02, 32840137
11/10/16, 123.93, 124.18, 115.27, 120.80, 67846704
11/09/16, 121.50, 123.81, 120.51, 123.18, 31916020
11/08/16, 122.03, 124.61, 121.54, 124.22, 19460768
11/07/16, 122.83, 123.2089, 121.35, 122.15, 23008880
11/04/16, 119.59, 121.93, 119.25, 120.75, 30545466
11/03/16, 122.00, 123.28, 119.50, 120.00, 63766259
11/02/16, 130.23, 130.23, 126.28, 127.17, 50190225
11/01/16, 131.41, 131.94, 128.65, 129.50, 22077779
10/31/16, 132.01, 132.12, 130.8835, 130.99, 15668982
10/28/16, 130.50, 132.97, 129.93, 131.29, 24545547
10/27/16, 131.74, 131.80, 129.27, 129.69, 16741393
10/26/16, 131.64, 132.26, 130.935, 131.04, 13084731
10/25/16, 133.50, 133.50, 132.22, 132.29, 13336787
10/24/16, 132.72, 133.405, 132.15, 133.28, 17470227
10/21/16, 129.78, 132.13, 129.70, 132.07, 19088794
10/20/16, 130.07, 130.66, 129.50, 130.00, 13167503
10/19/16, 128.74, 130.47, 128.60, 130.11, 16752321
10/18/16, 128.68, 129.39, 128.01, 128.57, 13503967
10/17/16, 128.20, 128.47, 127.32, 127.54, 11351681
10/14/16, 128.49, 128.95, 127.58, 127.88, 13345292
10/13/16, 128.21, 128.25, 126.75, 127.82, 17139306
10/12/16, 129.01, 129.66, 128.46, 129.05, 11072991
10/11/16, 130.23, 130.64, 128.23, 128.88, 17537928
10/10/16, 129.68, 130.70, 129.20, 130.24, 15138720
10/07/16, 129.04, 129.25, 128.33, 128.99, 12804420
10/06/16, 128.43, 129.06, 128.08, 128.74, 11682729
10/05/16, 128.25, 128.80, 127.83, 128.47, 12386753
10/04/16, 129.17, 129.2765, 127.5499, 128.19, 14307548
10/03/16, 128.38, 129.09, 127.80, 128.77, 13156943
09/30/16, 128.03, 128.59, 127.45, 128.27, 18402945
09/29/16, 129.18, 129.29, 127.55, 128.09, 14532241
09/28/16, 129.21, 129.47, 128.40, 129.23, 12047636
09/27/16, 127.61, 129.01, 127.43, 128.69, 15637111
09/26/16, 127.37, 128.16, 126.80, 127.31, 15064940
09/23/16, 127.56, 128.60, 127.30, 127.96, 28326266
09/22/16, 130.50, 130.73, 129.56, 130.08, 15538307
09/21/16, 129.13, 130.005, 128.39, 129.94, 14068336
09/20/16, 128.65, 129.17, 128.0307, 128.64, 11083808
09/19/16, 129.91, 129.94, 128.26, 128.65, 14958794
09/16/16, 128.20, 129.18, 128.20, 129.07, 24119174
09/15/16, 127.98, 129.10, 127.67, 128.35, 15111838
09/14/16, 126.89, 128.80, 126.89, 127.77, 15720388
09/13/16, 128.03, 128.35, 126.66, 127.21, 18016152
09/12/16, 125.96, 128.76, 125.75, 128.69, 21252752
09/09/16, 129.71, 129.949, 127.10, 127.10, 27100679
09/08/16, 130.92, 131.08, 129.81, 130.27, 15676595
09/07/16, 130.04, 131.98, 129.95, 131.05, 27990796
09/06/16, 126.67, 129.94, 126.47, 129.73, 26278407
09/02/16, 126.85, 126.86, 126.00, 126.51, 12118773
09/01/16, 126.38, 126.63, 125.60, 126.17, 13536125
08/31/16, 125.60, 126.22, 125.10, 126.12, 14200636
08/30/16, 126.60, 126.60, 125.15, 125.84, 17804286
08/29/16, 124.35, 126.73, 124.35, 126.54, 15925900
08/26/16, 124.05, 125.19, 123.91, 124.96, 17504825
08/25/16, 123.12, 124.37, 123.10, 123.89, 10730811
08/24/16, 124.47, 124.69, 123.09, 123.48, 12243719
08/23/16, 124.51, 125.09, 124.25, 124.37, 13309452
08/22/16, 123.33, 124.83, 123.11, 124.15, 14386361
08/19/16, 123.60, 124.157, 123.28, 123.56, 11688265
08/18/16, 124.01, 124.26, 123.64, 123.91, 12400816
08/17/16, 123.66, 124.38, 122.85, 124.37, 13794179
08/16/16, 123.50, 123.92, 122.78, 123.30, 14222410
08/15/16, 124.91, 124.92, 123.70, 123.90, 19295130
08/12/16, 124.70, 125.00, 124.18, 124.88, 12158955
08/11/16, 125.20, 125.38, 124.75, 124.90, 11729519
08/10/16, 125.07, 125.48, 124.54, 124.88, 10670148
08/09/16, 125.34, 126.09, 124.53, 125.06, 19620967
08/08/16, 125.25, 125.45, 124.55, 125.26, 15233929
08/05/16, 124.98, 125.835, 124.6184, 125.15, 20184035
08/04/16, 122.94, 124.79, 122.51, 124.36, 21065974
08/03/16, 123.09, 123.92, 122.31, 122.51, 18525332
08/02/16, 124.06, 124.80, 122.07, 123.09, 23968414
08/01/16, 123.85, 124.58, 122.86, 124.31, 25006850
07/29/16, 124.65, 125.84, 123.71, 123.94, 35058803
07/28/16, 127.52, 128.33, 123.63, 125.00, 78955758
07/27/16, 122.42, 125.00, 121.51, 123.34, 52654239
07/26/16, 122.00, 122.07, 120.75, 121.22, 17611964
07/25/16, 121.39, 121.85, 117.78, 121.63, 18487449
07/22/16, 119.90, 121.01, 119.31, 121.00, 18422410
07/21/16, 121.92, 122.10, 120.25, 120.61, 17801663
07/20/16, 121.25, 122.20, 120.56, 121.92, 20046452
07/19/16, 118.99, 120.85, 118.66, 120.61, 21541292
07/18/16, 117.32, 119.61, 116.89, 119.37, 20868367
07/15/16, 117.74, 118.28, 116.58, 116.86, 16645964
07/14/16, 117.50, 117.64, 116.70, 117.29, 14579736
07/13/16, 118.39, 118.40, 116.68, 116.78, 16207662
07/12/16, 118.63, 118.72, 117.57, 117.93, 15217700
07/11/16, 117.71, 118.70, 117.50, 117.87, 17711570
07/08/16, 116.43, 117.50, 115.85, 117.24, 18142597
07/07/16, 116.63, 116.97, 115.36, 115.85, 16630201
07/06/16, 113.36, 116.79, 112.97, 116.70, 24337586
07/05/16, 113.94, 114.11, 112.97, 114.00, 14207037
07/01/16, 114.20, 115.13, 113.81, 114.19, 14980023
06/30/16, 114.67, 115.18, 113.67, 114.28, 23192716
06/29/16, 113.37, 114.25, 113.04, 114.16, 20968273
06/28/16, 110.63, 112.75, 110.55, 112.70, 26813842
06/27/16, 111.57, 111.57, 108.23, 108.97, 36409606
06/24/16, 111.01, 113.68, 111.00, 112.08, 40643130
06/23/16, 114.37, 115.09, 113.54, 115.08, 16176895
06/22/16, 114.65, 114.74, 113.61, 113.91, 14846329
06/21/16, 114.12, 115.2142, 113.97, 114.38, 19166269
06/20/16, 113.77, 114.72, 112.75, 113.37, 20785390
06/17/16, 114.42, 114.43, 112.56, 113.02, 24644308
06/16/16, 113.87, 114.50, 112.94, 114.39, 19236255
06/15/16, 115.30, 115.44, 114.07, 114.60, 19819432
06/14/16, 114.07, 114.95, 113.58, 114.94, 17618479
06/13/16, 115.00, 115.48, 113.31, 113.95, 31718239
06/10/16, 117.54, 118.11, 116.26, 116.62, 18510826
06/09/16, 118.13, 118.68, 117.71, 118.56, 13859240
06/08/16, 117.76, 118.60, 117.27, 118.39, 14505596
06/07/16, 119.24, 119.30, 117.67, 117.76, 17103023
06/06/16, 118.62, 119.43, 118.36, 118.79, 12744676
06/03/16, 118.975, 118.98, 117.86, 118.47, 14135114
06/02/16, 118.69, 119.44, 118.22, 118.93, 13228310
06/01/16, 118.50, 119.08, 117.82, 118.78, 15029494
05/31/16, 119.46, 120.10, 118.121, 118.81, 23547597
05/27/16, 119.56, 119.85, 119.01, 119.38, 13493563
05/26/16, 118.24, 119.7601, 117.92, 119.47, 18481340
05/25/16, 118.13, 118.665, 117.38, 117.89, 20035494
05/24/16, 116.24, 117.73, 116.12, 117.70, 20183627
05/23/16, 117.42, 117.60, 115.94, 115.97, 20441004
05/20/16, 116.96, 117.99, 116.95, 117.35, 18944831
05/19/16, 117.05, 117.49, 115.88, 116.81, 20544109
05/18/16, 116.80, 118.27, 116.73, 117.65, 21642299
05/17/16, 118.82, 119.01, 117.20, 117.35, 21328648
05/16/16, 119.38, 119.61, 117.35, 118.67, 31247834
05/13/16, 120.38, 120.64, 119.68, 119.81, 18124286
05/12/16, 119.98, 120.84, 118.90, 120.28, 22035465
05/11/16, 120.41, 121.08, 119.42, 119.52, 22038396
05/10/16, 119.62, 120.50, 114.80, 120.50, 23220046
05/09/16, 119.54, 120.28, 118.90, 119.24, 21138059
05/06/16, 117.16, 119.637, 117.1127, 119.49, 26395568
05/05/16, 118.04, 118.98, 117.25, 117.81, 22056749
05/04/16, 116.61, 118.30, 116.57, 118.06, 23448440
05/03/16, 117.52, 118.16, 117.02, 117.43, 24117463
05/02/16, 117.83, 118.73, 116.57, 118.57, 28095168
04/29/16, 116.82, 117.84, 115.84, 117.58, 37140594
04/28/16, 119.575, 120.79, 116.23, 116.73, 87110080
04/27/16, 107.94, 108.94, 106.31, 108.89, 52213107
04/26/16, 110.49, 110.50, 108.15, 108.76, 22521534
04/25/16, 109.87, 110.67, 109.07, 110.10, 21017895
04/22/16, 111.21, 111.75, 109.01, 110.56, 38458201
04/21/16, 112.55, 114.04, 112.31, 113.44, 20875230
04/20/16, 112.43, 113.27, 111.56, 112.42, 21027901
04/19/16, 111.10, 112.45, 109.16, 112.29, 30210455
04/18/16, 109.74, 110.81, 109.20, 110.45, 21167199
04/15/16, 110.79, 110.97, 109.20, 109.64, 20922803
04/14/16, 110.62, 112.04, 110.26, 110.84, 28473322
04/13/16, 112.23, 112.65, 106.52, 110.51, 88227393
04/12/16, 109.34, 111.1645, 108.99, 110.61, 26248081
04/11/16, 110.70, 110.91, 108.77, 108.99, 39762304
04/08/16, 114.25, 114.33, 109.90, 110.63, 48497808
04/07/16, 113.79, 114.89, 113.0663, 113.64, 20714537
04/06/16, 112.47, 113.81, 112.42, 113.71, 20814640
04/05/16, 112.11, 113.32, 111.90, 112.22, 22962365
04/04/16, 114.07, 114.55, 111.61, 112.55, 48487913
04/01/16, 113.75, 116.17, 113.35, 116.06, 24760504
03/31/16, 114.70, 115.01, 113.7682, 114.10, 21207526
03/30/16, 116.73, 116.99, 114.355, 114.70, 33235184
03/29/16, 113.83, 116.32, 113.64, 116.14, 29825340
03/28/16, 113.32, 114.5889, 112.95, 113.69, 21351751
03/24/16, 112.13, 113.09, 111.68, 113.05, 17839119
03/23/16, 112.01, 113.19, 112.00, 112.54, 18561974
03/22/16, 111.36, 112.88, 111.17, 112.25, 19001076
03/21/16, 111.66, 112.37, 111.03, 111.85, 18447974
03/18/16, 111.56, 112.42, 110.27, 111.45, 36256877
03/17/16, 112.15, 112.69, 110.73, 111.02, 24241247
03/16/16, 110.49, 112.50, 110.10, 112.18, 24744778
03/15/16, 109.11, 110.83, 108.84, 110.67, 17618460
03/14/16, 109.28, 110.33, 108.77, 109.89, 17249365
03/11/16, 108.48, 109.42, 107.92, 109.41, 20697553
03/10/16, 107.91, 108.66, 105.7699, 107.32, 24854284
03/09/16, 106.70, 107.51, 105.49, 107.51, 20493305
03/08/16, 104.78, 107.37, 104.40, 105.93, 25616963
03/07/16, 108.07, 108.07, 104.72, 105.73, 31534055
03/04/16, 110.05, 110.05, 107.93, 108.39, 24938858
03/03/16, 110.25, 110.30, 108.54, 109.58, 21353092
03/02/16, 109.68, 110.55, 108.77, 109.95, 25670170
03/01/16, 107.83, 109.82, 107.60, 109.82, 26817309
02/29/16, 107.60, 108.9101, 106.75, 106.92, 32778992
02/26/16, 108.70, 109.45, 107.16, 107.92, 26686193
02/25/16, 107.11, 108.07, 105.61, 108.07, 29906278
02/24/16, 104.21, 106.95, 102.74, 106.88, 34412437
02/23/16, 106.85, 107.47, 105.12, 105.46, 25319315
02/22/16, 105.49, 108.25, 105.34, 107.16, 35709714
02/19/16, 102.55, 105.02, 102.06, 104.57, 32404516
02/18/16, 105.80, 106.00, 103.03, 103.47, 29593508
02/17/16, 101.94, 105.72, 100.40, 105.20, 44073369
02/16/16, 103.80, 103.93, 100.24, 101.61, 45687224
02/12/16, 103.74, 104.24, 101.09, 102.01, 36176760
02/11/16, 99.60, 105.11, 98.88, 101.91, 43670634
02/10/16, 101.55, 103.25, 100.24, 101.00, 45179370
02/09/16, 97.14, 102.40, 96.82, 99.54, 62709018
02/08/16, 100.41, 102.68, 97.46, 99.75, 71229746
02/05/16, 109.51, 109.58, 103.18, 104.07, 76894741
02/04/16, 111.80, 111.94, 109.25, 110.49, 38890199
02/03/16, 115.27, 115.3407, 109.75, 112.69, 56919324
02/02/16, 114.80, 117.59, 113.20, 114.61, 59778571
02/01/16, 112.27, 115.72, 112.01, 115.09, 46132726
01/29/16, 108.99, 112.84, 108.84, 112.21, 62739548
01/28/16, 107.20, 110.34, 104.81, 109.11, 107475327
01/27/16, 97.79, 97.85, 94.23, 94.45, 58699359
01/26/16, 97.76, 97.88, 95.66, 97.34, 26877080
01/25/16, 98.72, 99.48, 96.93, 97.01, 32482015
01/22/16, 96.41, 98.07, 95.49, 97.94, 30495387
01/21/16, 94.91, 95.99, 92.62, 94.16, 30518939
01/20/16, 92.83, 95.00, 89.37, 94.35, 59051429
01/19/16, 96.53, 97.42, 93.92, 95.26, 30998256
01/15/16, 93.98, 96.38, 93.54, 94.97, 46132781
01/14/16, 95.85, 98.87, 92.45, 98.37, 48658623
01/13/16, 100.58, 100.58, 95.21, 95.44, 33410553
01/12/16, 99.00, 99.96, 97.55, 99.37, 28395390
01/11/16, 97.91, 98.60, 95.39, 97.51, 29932385
01/08/16, 99.88, 100.50, 97.0311, 97.33, 35402298
01/07/16, 100.50, 101.43, 97.30, 97.92, 45172906
01/06/16, 101.13, 103.77, 100.90, 102.97, 25096183
01/05/16, 102.89, 103.7099, 101.665, 102.73, 23258238
01/04/16, 101.95, 102.24, 99.75, 102.22, 37912403
12/31/15, 106.00, 106.17, 104.62, 104.66, 18391064
12/30/15, 107.00, 107.25, 106.06, 106.22, 13115007
12/29/15, 106.42, 107.74, 106.25, 107.26, 17179901
12/28/15, 105.02, 105.98, 104.53, 105.93, 13069733
12/24/15, 104.74, 105.32, 104.50, 105.02, 6512134
12/23/15, 105.89, 106.11, 103.86, 104.63, 19599673
12/22/15, 105.22, 105.6601, 104.81, 105.51, 14597122
12/21/15, 104.91, 105.15, 103.60, 104.77, 16138786
12/18/15, 106.08, 106.59, 103.97, 104.04, 35994199
12/17/15, 107.49, 107.75, 106.13, 106.22, 21675686
12/16/15, 105.37, 107.09, 104.19, 106.79, 22680547
12/15/15, 105.30, 105.80, 104.28, 104.55, 21764331
12/14/15, 102.285, 104.74, 101.46, 104.66, 24813496
12/11/15, 104.15, 104.34, 101.91, 102.12, 26427727
12/10/15, 105.05, 106.40, 104.41, 105.42, 17454312
12/09/15, 106.18, 106.44, 103.55, 104.60, 23517268
12/08/15, 104.00, 106.91, 103.95, 106.49, 20401791
12/07/15, 106.48, 106.83, 104.66, 105.61, 15474890
